,match_id,batting_team,bowling_team,runs_x,current_score,wickets_left,crr,city,runs_y,balls_left,last_five
11409,143,Bangladesh,West Indies,1,169,5,8.45,Lauderhill,171,0,26.0
24692,468,New Zealand,India,0,34,9,7.85,Johannesburg,190,94,27.0
39902,622,Australia,South Africa,1,53,7,5.48,Johannesburg,147,62,27.0
24645,467,Bangladesh,South Africa,1,120,3,7.5,Cape Town,144,24,29.0
50705,748,Pakistan,South Africa,1,61,5,4.46,Dubai,98,38,30.0
51265,765,New Zealand,West Indies,1,38,10,10.36,Auckland,189,98,27.0
24443,466,New Zealand,Sri Lanka,1,20,10,5.45,Johannesburg,164,98,28.0
41888,646,India,Afghanistan,6,85,7,6.8,Colombo,159,45,29.0
60795,908,Pakistan,Bangladesh,1,80,9,9.41,Kolkata,201,69,29.0
61217,911,South Africa,England,1,182,6,10.71,Mumbai,229,18,27.0
44847,673,South Africa,England,0,37,8,8.88,Manchester,77,95,24.0
43142,659,India,Australia,0,59,8,7.53,Colombo,140,73,20.0
38287,607,New Zealand,Sri Lanka,0,37,8,5.16,Lauderhill,120,77,20.0
30009,522,South Africa,West Indies,0,27,10,7.71,London,183,99,18.0
4809,65,Sri Lanka,India,1,137,3,7.9,Colombo,170,16,16.0
45610,692,West Indies,New Zealand,1,40,9,7.5,Lauderhill,177,88,15.0
28942,508,Australia,West Indies,1,94,6,6.96,London,169,39,16.0
60860,908,Pakistan,Bangladesh,4,193,6,10.07,Kolkata,201,5,16.0
16571,237,India,West Indies,6,20,10,9.23,Mumbai,240,107,17.0
48988,734,South Africa,Sri Lanka,0,10,9,3.33,Colombo,115,102,16.0
49918,741,England,West Indies,1,99,7,7.52,Barbados,152,41,17.0
23099,450,South Africa,Australia,0,48,9,8.23,Johannesburg,201,85,19.0
3578,52,West Indies,Pakistan,1,58,4,4.52,Barbados,111,43,20.0
32787,548,New Zealand,Sri Lanka,2,121,8,8.44,Colombo,170,34,26.0
64240,958,Pakistan,Bangladesh,1,59,6,4.27,Mirpur,129,37,25.0
43996,666,Pakistan,Australia,0,29,8,5.12,Colombo,149,86,28.0
22963,449,West Indies,New Zealand,0,14,9,3.65,Auckland,126,97,27.0
28415,501,Australia,South Africa,0,77,9,10.27,Melbourne,182,75,26.0
47494,710,New Zealand,England,0,112,8,8.3,Hamilton,192,39,25.0
26861,485,New Zealand,England,1,86,5,5.73,Manchester,123,30,24.0
63255,928,England,West Indies,6,73,7,7.18,Kolkata,155,59,26.0
44442,669,West Indies,Australia,4,163,7,8.97,Colombo,205,11,26.0
17819,247,India,New Zealand,0,101,8,8.08,Mount Maunganui,163,45,26.0
5171,69,Pakistan,New Zealand,0,31,6,4.65,Wellington,105,80,26.0
23690,455,West Indies,England,0,30,9,10.59,London,208,103,27.0
22124,442,South Africa,England,1,63,8,7.0,Cape Town,191,66,26.0
44634,671,West Indies,England,0,50,7,5.36,Nottingham,172,64,27.0
56943,831,South Africa,Bangladesh,1,112,6,6.86,Mirpur,148,22,28.0
7932,97,India,Sri Lanka,1,28,8,6.0,Colombo,174,92,29.0
24642,467,Bangladesh,South Africa,0,119,3,7.68,Cape Town,144,27,28.0
42265,651,West Indies,Australia,0,52,8,8.91,Colombo,191,85,29.0
29914,521,India,West Indies,0,47,7,5.88,London,153,72,28.0
54148,805,Sri Lanka,West Indies,1,64,7,6.86,Mirpur,160,64,26.0
53253,796,Bangladesh,India,1,29,7,4.46,Mirpur,138,81,24.0
42004,648,New Zealand,Bangladesh,6,84,9,7.75,Pallekele,191,55,21.0
48870,730,Sri Lanka,Bangladesh,1,47,9,10.85,Pallekele,198,94,21.0
54203,805,Sri Lanka,West Indies,4,142,5,7.68,Mirpur,160,9,19.0
23072,450,South Africa,Australia,2,14,10,8.4,Johannesburg,201,110,20.0
23263,451,Australia,England,1,148,7,11.84,Sydney,221,45,23.0
19351,304,England,Australia,0,152,3,8.0,Southampton,162,6,23.0
47452,710,New Zealand,England,0,59,10,9.08,Hamilton,192,81,24.0
53724,802,Sri Lanka,New Zealand,0,12,10,12.0,Chittagong,119,114,22.0
7028,88,India,South Africa,4,6,9,3.6,Centurion,188,110,21.0
8232,99,Sri Lanka,Bangladesh,1,119,9,10.35,Colombo,214,51,21.0
59123,872,Sri Lanka,England,4,73,8,8.59,Southampton,140,69,22.0
26523,482,India,Pakistan,1,120,6,7.06,Johannesburg,157,18,22.0
43433,661,West Indies,Sri Lanka,0,90,7,5.93,Pallekele,129,29,22.0
54432,807,India,Sri Lanka,4,109,8,7.03,Mirpur,130,27,22.0
58468,867,England,Pakistan,0,18,8,7.2,Dubai,160,105,22.0
28902,508,Australia,West Indies,1,39,7,5.57,London,169,78,22.0
38870,614,New Zealand,Pakistan,1,34,9,8.16,Hamilton,185,95,39.0
55808,821,New Zealand,Pakistan,6,92,6,7.17,Dubai,135,43,42.0
48987,734,South Africa,Sri Lanka,1,10,9,3.53,Colombo,115,103,44.0
34446,566,Australia,India,1,44,10,8.52,Barbados,184,89,42.0
17911,250,West Indies,India,0,34,5,4.74,Lauderhill,95,77,42.0
2925,35,New Zealand,Australia,1,84,10,10.5,Auckland,243,72,38.0
31682,539,New Zealand,West Indies,1,157,6,10.24,Hamilton,191,28,39.0
26817,485,New Zealand,England,0,45,7,5.87,Manchester,123,74,38.0
24865,469,Bangladesh,Australia,1,68,8,6.0,Cape Town,123,52,38.0
22445,445,South Africa,New Zealand,4,8,10,12.0,Johannesburg,133,116,37.0
44149,667,India,South Africa,1,71,6,6.55,Colombo,152,55,37.0
46485,699,New Zealand,England,6,70,9,9.33,London,201,75,37.0
12617,155,Pakistan,Australia,1,103,9,7.82,Abu Dhabi,155,41,36.0
39344,618,Pakistan,South Africa,1,13,10,8.67,Abu Dhabi,119,111,37.0
12725,156,Pakistan,Australia,2,75,9,7.03,Dubai,147,56,33.0
12121,151,New Zealand,India,1,161,8,10.85,Wellington,219,31,30.0
25735,476,India,England,2,92,10,9.05,Durban,218,59,31.0
34361,565,South Africa,New Zealand,1,70,8,6.36,Barbados,170,54,30.0
47366,709,England,New Zealand,0,134,7,10.86,Auckland,214,46,26.0
42776,656,New Zealand,Sri Lanka,0,58,9,7.4,Pallekele,174,73,25.0
44148,667,India,South Africa,0,70,6,6.56,Colombo,152,56,24.0
17610,245,India,New Zealand,1,162,5,8.45,Hamilton,179,5,24.0
57189,833,New Zealand,South Africa,1,130,5,7.88,Durban,151,21,24.0
36181,580,New Zealand,Australia,2,33,8,5.08,Wellington,118,81,24.0
40753,631,South Africa,New Zealand,1,62,7,7.91,Auckland,165,73,27.0
32523,546,Pakistan,Sri Lanka,1,92,7,8.12,Colombo,172,52,26.0
12940,158,Pakistan,New Zealand,6,30,8,5.29,Abu Dhabi,148,86,27.0
28197,499,Australia,South Africa,1,82,5,6.56,Johannesburg,166,45,29.0
25674,476,India,England,4,8,10,6.86,Durban,218,113,33.0
30925,531,Sri Lanka,West Indies,1,91,7,6.5,London,158,36,32.0
26155,479,India,South Africa,4,131,6,7.42,Durban,153,14,36.0
28683,503,Australia,New Zealand,0,76,7,6.81,Sydney,150,53,37.0
12,2,Australia,Sri Lanka,1,14,10,6.46,Melbourne,168,107,37.0
21300,431,West Indies,New Zealand,6,157,3,10.35,Auckland,180,29,38.0
21153,423,Australia,India,1,112,8,8.62,Sydney,186,42,41.0
43074,658,South Africa,Pakistan,1,98,6,5.94,Colombo,133,21,42.0
57193,833,New Zealand,South Africa,1,138,5,8.04,Durban,151,17,42.0
42987,658,South Africa,Pakistan,0,9,9,3.86,Colombo,133,106,41.0
2265,27,West Indies,Pakistan,0,12,8,4.5,Abu Dhabi,103,104,41.0
64296,960,Sri Lanka,Pakistan,0,13,10,4.11,Mirpur,150,101,39.0
53254,796,Bangladesh,India,1,30,7,4.5,Mirpur,138,80,43.0
2646,33,England,Australia,4,34,8,8.87,Melbourne,137,97,40.0
51868,772,New Zealand,Sri Lanka,0,12,9,5.54,Pallekele,142,107,39.0
24882,469,Bangladesh,Australia,1,86,7,6.14,Cape Town,123,36,43.0
12859,157,Pakistan,Australia,1,91,10,7.48,Dubai,150,47,43.0
38898,614,New Zealand,Pakistan,2,63,9,7.71,Hamilton,185,71,40.0
34676,568,New Zealand,Pakistan,1,19,10,9.5,Barbados,133,108,40.0
35707,576,Sri Lanka,England,1,46,7,5.41,St Lucia,128,69,40.0
59561,876,Pakistan,New Zealand,0,0,10,0.0,Auckland,171,119,43.0
58608,868,England,Pakistan,2,42,9,7.64,Dubai,172,87,39.0
30184,523,New Zealand,Pakistan,0,72,6,5.84,London,99,46,45.0
9158,109,England,Sri Lanka,0,25,10,15.0,Colombo,187,110,44.0
12262,152,New Zealand,India,1,134,5,8.04,Auckland,158,20,40.0
60884,909,Afghanistan,Sri Lanka,0,12,9,4.0,Kolkata,153,102,40.0
9898,131,South Africa,Pakistan,1,38,10,7.12,Johannesburg,188,88,43.0
19594,306,England,Australia,1,138,5,7.46,Southampton,145,9,43.0
4716,65,Sri Lanka,India,0,23,9,9.86,Colombo,170,106,40.0
58525,867,England,Pakistan,0,79,7,6.68,Dubai,160,49,39.0
63294,928,England,West Indies,0,123,3,7.45,Kolkata,155,21,39.0
57099,833,New Zealand,South Africa,1,6,10,3.6,Durban,151,110,40.0
54916,811,Bangladesh,Sri Lanka,1,73,4,5.28,Chittagong,120,37,39.0
40158,624,Sri Lanka,Australia,1,95,7,8.64,Pallekele,157,54,38.0
58067,860,South Africa,Australia,1,153,7,8.35,Cape Town,178,10,35.0
40215,624,Sri Lanka,Australia,5,157,1,7.79,Pallekele,157,0,37.0
35762,576,Sri Lanka,England,1,96,5,5.59,St Lucia,128,17,38.0
39919,622,Australia,South Africa,1,77,6,6.16,Johannesburg,147,45,35.0
5979,78,England,India,1,150,2,8.04,Manchester,159,8,47.0
30217,523,New Zealand,Pakistan,0,93,2,5.31,London,99,15,47.0
62347,921,New Zealand,Bangladesh,0,23,10,7.67,Kolkata,145,102,47.0
64334,960,Sri Lanka,Pakistan,1,65,10,6.84,Mirpur,150,63,47.0
26813,485,New Zealand,England,0,40,8,5.71,Manchester,123,78,43.0
38121,603,Australia,England,2,147,3,7.35,Melbourne,147,0,44.0
42942,657,West Indies,England,0,122,8,8.22,Pallekele,179,31,43.0
24722,468,New Zealand,India,0,69,9,7.81,Johannesburg,190,67,41.0
38458,608,New Zealand,Sri Lanka,1,70,2,4.72,Lauderhill,81,31,41.0
39791,621,South Africa,Australia,1,71,7,5.76,Cape Town,146,46,36.0
31360,537,India,New Zealand,0,29,9,7.91,Wellington,149,98,37.0
7955,97,India,Sri Lanka,1,58,8,7.1,Colombo,174,71,37.0
64726,964,Sri Lanka,Australia,1,115,2,6.33,Colombo,128,11,41.0
35069,571,Australia,Sri Lanka,0,30,7,6.67,Barbados,168,93,41.0
6737,85,Sri Lanka,Pakistan,0,99,9,6.46,Abu Dhabi,124,28,41.0
33306,554,Afghanistan,India,0,0,10,0.0,St Lucia,115,118,40.0
29796,520,Sri Lanka,Pakistan,0,81,9,9.0,London,150,66,42.0
25206,472,New Zealand,England,0,30,7,5.45,Durban,164,87,41.0
11392,143,Bangladesh,West Indies,1,147,6,8.56,Lauderhill,171,17,40.0
22158,442,South Africa,England,1,102,7,6.95,Cape Town,191,32,37.0
33140,551,Australia,Pakistan,1,79,5,6.77,Melbourne,127,50,41.0
21533,434,Pakistan,New Zealand,0,73,5,5.62,Auckland,153,42,36.0
13170,160,Pakistan,New Zealand,0,9,10,3.0,Dubai,166,102,36.0
50005,742,England,West Indies,0,77,10,10.27,Barbados,165,75,37.0
26318,481,India,Australia,4,19,10,4.96,Durban,188,97,36.0
51471,766,West Indies,New Zealand,2,136,6,7.77,Wellington,159,15,36.0
32320,544,Australia,Pakistan,0,105,1,5.73,Dubai,108,10,40.0
42531,653,India,England,0,68,9,7.85,Colombo,170,68,45.0
23413,452,New Zealand,Sri Lanka,1,143,5,8.41,Wellington,162,18,44.0
57677,837,Sri Lanka,Pakistan,2,113,5,7.62,Colombo,172,31,48.0
57204,833,New Zealand,South Africa,0,142,4,7.47,Durban,151,6,48.0
13221,160,Pakistan,New Zealand,1,84,9,7.3,Dubai,166,51,51.0
42677,655,Bangladesh,Pakistan,1,105,8,9.0,Pallekele,175,50,51.0
40248,625,Australia,India,1,49,9,9.48,Sydney,171,89,51.0
51424,766,West Indies,New Zealand,0,66,7,6.71,Wellington,159,61,48.0
59768,877,Pakistan,New Zealand,0,96,7,7.11,Hamilton,168,39,45.0
23613,454,South Africa,India,2,59,6,5.71,Johannesburg,126,58,49.0
35387,573,New Zealand,England,0,124,7,7.52,St Lucia,149,21,46.0
63784,951,India,Bangladesh,4,143,6,8.17,Mirpur,166,15,49.0
43818,664,West Indies,New Zealand,2,122,4,7.32,Pallekele,139,20,52.0
33461,555,Pakistan,Bangladesh,0,42,10,7.64,St Lucia,172,87,52.0
61340,912,Pakistan,India,1,112,5,6.52,Kolkata,118,17,52.0
34255,564,Pakistan,England,1,101,6,7.05,Barbados,147,34,44.0
34324,565,South Africa,New Zealand,0,40,9,8.28,Barbados,170,91,43.0
12260,152,New Zealand,India,1,132,5,8.08,Auckland,158,22,40.0
2385,31,New Zealand,Australia,0,16,8,6.86,Sydney,117,106,37.0
41356,640,Pakistan,England,2,51,9,8.05,Dubai,144,82,41.0
30321,525,England,India,4,113,7,7.06,London,153,24,40.0
53458,798,South Africa,England,4,182,6,9.5,Chittagong,196,5,40.0
28718,503,Australia,New Zealand,6,126,6,7.41,Sydney,150,18,39.0
48046,715,Australia,Sri Lanka,0,27,9,6.0,Sydney,137,93,39.0
46456,699,New Zealand,England,4,33,9,12.38,London,201,104,39.0
54219,806,South Africa,India,0,9,9,10.8,Mirpur,172,115,40.0
52938,792,West Indies,Bangladesh,1,133,8,7.98,Mirpur,171,20,43.0
23760,455,West Indies,England,1,140,6,9.66,London,208,33,44.0
48000,714,Australia,Pakistan,1,151,6,8.97,Dubai,168,19,43.0
775,12,South Africa,New Zealand,0,19,9,4.96,Auckland,185,97,40.0
5121,68,New Zealand,West Indies,6,218,7,11.78,Mount Maunganui,243,9,40.0
32566,546,Pakistan,Sri Lanka,4,157,5,8.56,Colombo,172,10,40.0
9957,131,South Africa,Pakistan,1,115,8,7.67,Johannesburg,188,30,39.0
35635,575,West Indies,Australia,1,91,1,5.69,St Lucia,105,24,36.0
36191,580,New Zealand,Australia,2,39,7,4.78,Wellington,118,71,33.0
32516,546,Pakistan,Sri Lanka,1,77,7,7.57,Colombo,172,59,39.0
42800,656,New Zealand,Sri Lanka,6,98,9,8.28,Pallekele,174,49,40.0
29057,509,India,Bangladesh,1,92,9,7.77,Nottingham,180,49,40.0
47869,713,Pakistan,Australia,2,107,7,6.98,Dubai,151,28,40.0
58411,866,Australia,India,1,120,7,9.0,Sydney,197,40,25.0
44234,668,Sri Lanka,Pakistan,0,22,10,4.55,Colombo,139,91,25.0
30603,529,South Africa,India,0,7,10,6.0,Nottingham,130,113,28.0
12676,156,Pakistan,Australia,1,21,10,7.41,Dubai,147,103,30.0
47820,713,Pakistan,Australia,0,44,9,6.14,Dubai,151,77,32.0
27378,489,England,New Zealand,0,172,2,9.21,Auckland,184,8,29.0
54207,805,Sri Lanka,West Indies,1,146,5,7.62,Mirpur,160,5,27.0
23085,450,South Africa,Australia,0,27,10,7.36,Johannesburg,201,98,27.0
54119,805,Sri Lanka,West Indies,0,41,8,9.11,Mirpur,160,93,28.0
610,10,New Zealand,Bangladesh,0,171,5,10.06,Mount Maunganui,195,18,27.0
63257,928,England,West Indies,1,80,7,7.62,Kolkata,155,57,28.0
53503,799,Pakistan,Bangladesh,1,51,9,8.05,Mirpur,190,82,33.0
8312,100,Sri Lanka,India,1,35,8,9.13,Colombo,152,97,35.0
63123,927,India,West Indies,0,68,9,7.85,Mumbai,192,68,35.0
33115,551,Australia,Pakistan,2,63,8,8.22,Melbourne,127,74,35.0
22246,443,England,Australia,1,69,8,8.45,Southampton,179,71,35.0
8397,100,Sri Lanka,India,1,137,4,7.98,Colombo,152,17,35.0
44846,673,South Africa,England,0,37,8,9.25,Manchester,77,96,36.0
56826,829,England,South Africa,0,158,4,9.2,Johannesburg,171,17,37.0
21459,434,Pakistan,New Zealand,0,6,10,7.2,Auckland,153,115,39.0
24959,470,South Africa,England,0,43,7,7.17,Cape Town,154,84,40.0
22353,444,Australia,New Zealand,1,55,6,10.31,Auckland,214,88,39.0
40764,631,South Africa,New Zealand,0,77,7,7.97,Auckland,165,62,35.0
52644,789,West Indies,India,1,46,9,4.68,Mirpur,129,61,33.0
59437,874,New Zealand,Sri Lanka,0,182,6,9.02,Mount Maunganui,182,0,32.0
45047,675,Pakistan,Bangladesh,1,109,5,6.96,Mirpur,135,26,32.0
37723,600,England,Pakistan,0,106,9,6.84,Dubai,148,27,36.0
9191,109,England,Sri Lanka,0,62,7,8.65,Colombo,187,77,35.0
64115,957,Sri Lanka,India,4,80,6,6.0,Mirpur,138,40,35.0
30831,530,Pakistan,South Africa,2,141,6,7.62,Nottingham,149,9,36.0
35760,576,Sri Lanka,England,0,94,5,5.58,St Lucia,128,19,36.0
5205,69,Pakistan,New Zealand,1,48,4,3.95,Wellington,105,47,35.0
13330,161,West Indies,India,1,47,7,5.22,Kolkata,109,66,29.0
17452,244,New Zealand,India,1,87,6,6.52,Auckland,132,40,29.0
12060,151,New Zealand,India,1,53,10,10.97,Wellington,219,91,32.0
22078,442,South Africa,England,0,4,10,3.0,Cape Town,191,112,30.0
53990,804,West Indies,Pakistan,0,22,9,6.0,Mirpur,166,98,28.0
29486,517,Sri Lanka,West Indies,0,1,10,2.0,Nottingham,192,117,34.0
43099,659,India,Australia,4,6,10,9.0,Colombo,140,116,35.0
59228,873,England,Pakistan,1,49,10,8.4,Manchester,135,85,32.0
58559,867,England,Pakistan,6,133,6,7.6,Dubai,160,15,31.0
9834,130,South Africa,Pakistan,2,157,9,10.47,Cape Town,192,30,31.0
25560,475,New Zealand,South Africa,1,21,10,6.3,Durban,153,100,31.0
32554,546,Pakistan,Sri Lanka,0,139,5,8.51,Colombo,172,22,32.0
2180,26,Pakistan,West Indies,1,62,8,6.89,Dubai,160,66,32.0
17518,245,India,New Zealand,1,34,10,8.5,Hamilton,179,96,31.0
9338,120,South Africa,Sri Lanka,0,74,3,6.53,Colombo,98,52,27.0
53462,798,South Africa,England,4,195,6,9.92,Chittagong,196,2,28.0
35142,571,Australia,Sri Lanka,1,110,5,6.6,Barbados,168,20,28.0
41517,641,England,Pakistan,0,97,6,7.66,Dubai,150,44,31.0
3504,52,West Indies,Pakistan,1,2,10,2.4,Barbados,111,115,30.0
29288,513,Australia,Sri Lanka,0,61,7,7.47,Nottingham,159,71,31.0
10131,133,Sri Lanka,South Africa,0,7,8,3.5,Cape Town,134,108,37.0
21075,423,Australia,India,4,4,10,8.0,Sydney,186,117,42.0
29835,520,Sri Lanka,Pakistan,1,121,7,7.98,London,150,29,44.0
47501,710,New Zealand,England,0,125,7,8.52,Hamilton,192,32,42.0
5377,70,Pakistan,New Zealand,4,196,6,10.05,Auckland,201,3,40.0
56179,824,New Zealand,Pakistan,0,78,7,6.16,Dubai,144,44,39.0
47582,711,New Zealand,England,2,49,9,6.26,Wellington,139,73,43.0
37746,600,England,Pakistan,6,141,6,7.36,Dubai,148,5,44.0
34508,566,Australia,India,1,151,8,9.74,Barbados,184,27,39.0
54473,808,South Africa,Pakistan,0,13,10,6.0,Johannesburg,153,107,38.0
44189,667,India,South Africa,1,121,5,6.98,Colombo,152,16,37.0
5879,78,England,India,2,22,10,8.8,Manchester,159,105,37.0
2822,34,New Zealand,England,1,110,9,9.04,Wellington,196,47,37.0
47931,714,Australia,Pakistan,0,42,10,7.41,Dubai,168,86,38.0
50736,748,Pakistan,South Africa,0,92,3,4.93,Dubai,98,8,28.0
58324,865,India,Australia,0,181,7,9.2,Melbourne,184,2,29.0
39306,617,India,England,0,129,5,8.6,Manchester,165,30,30.0
50037,742,England,West Indies,6,111,9,8.76,Barbados,165,44,24.0
60650,907,England,West Indies,1,42,9,8.4,Mumbai,182,90,25.0
22950,449,West Indies,New Zealand,1,8,10,4.36,Auckland,126,109,24.0
55033,814,South Africa,West Indies,2,98,7,7.64,Cape Town,165,43,23.0
55714,820,South Africa,West Indies,1,158,9,8.86,Durban,195,13,24.0
59412,874,New Zealand,Sri Lanka,1,135,8,8.44,Mount Maunganui,182,24,33.0
45019,675,Pakistan,Bangladesh,1,78,8,6.99,Mirpur,135,53,32.0
46004,695,India,Sri Lanka,1,69,9,7.26,Pallekele,155,63,31.0
60031,879,Sri Lanka,West Indies,6,143,8,9.13,Pallekele,215,26,29.0
54848,811,Bangladesh,Sri Lanka,6,25,8,9.38,Chittagong,120,104,29.0
48170,716,Sri Lanka,Australia,0,28,9,6.46,Melbourne,161,94,30.0
46839,705,New Zealand,South Africa,0,19,8,4.22,Durban,86,93,31.0
38105,603,Australia,England,1,120,5,6.92,Melbourne,147,16,31.0
8173,99,Sri Lanka,Bangladesh,4,28,10,12.92,Colombo,214,107,31.0
17201,242,New Zealand,England,6,67,10,19.14,Auckland,146,99,30.0
21149,423,Australia,India,1,103,8,8.35,Sydney,186,46,34.0
46220,697,India,England,4,34,9,7.29,Mumbai,177,92,33.0
25801,477,Sri Lanka,Australia,1,2,9,3.0,Cape Town,101,116,33.0
23756,455,West Indies,England,1,132,6,9.54,London,208,37,32.0
47439,710,New Zealand,England,1,35,10,8.08,Hamilton,192,94,33.0
62407,921,New Zealand,Bangladesh,0,74,8,5.69,Kolkata,145,42,32.0
5269,70,Pakistan,New Zealand,1,25,10,8.33,Auckland,201,102,33.0
17404,244,New Zealand,India,1,40,10,7.5,Auckland,132,88,33.0
63178,927,India,West Indies,1,152,8,8.77,Mumbai,192,16,45.0
5064,68,New Zealand,West Indies,1,101,10,10.63,Mount Maunganui,243,63,46.0
10454,135,South Africa,Sri Lanka,1,116,9,8.39,Johannesburg,198,37,45.0
63194,927,India,West Indies,1,192,8,9.6,Mumbai,192,0,43.0
44559,670,West Indies,Sri Lanka,1,108,5,6.35,Colombo,137,18,43.0
21476,434,Pakistan,New Zealand,0,20,9,5.45,Auckland,153,98,42.0
31943,541,Sri Lanka,India,1,158,6,9.03,Colombo,171,15,42.0
44483,670,West Indies,Sri Lanka,1,11,9,2.36,Colombo,137,92,42.0
40432,626,Australia,India,1,100,5,6.67,Melbourne,131,30,47.0
23952,457,West Indies,South Africa,1,45,10,9.31,Johannesburg,205,91,52.0
63761,951,India,Bangladesh,1,89,7,6.43,Mirpur,166,37,51.0
63941,955,Bangladesh,Sri Lanka,1,28,7,5.25,Mirpur,147,88,52.0
20972,422,Australia,India,2,42,10,10.96,Sydney,194,97,53.0
31501,538,New Zealand,West Indies,1,50,8,7.69,Auckland,155,81,52.0
27100,487,New Zealand,South Africa,0,81,5,6.0,Johannesburg,129,39,53.0
55909,822,England,New Zealand,1,81,7,8.68,Manchester,191,64,52.0
54177,805,Sri Lanka,West Indies,1,94,6,6.64,Mirpur,160,35,56.0
19275,304,England,Australia,1,57,9,8.77,Southampton,162,81,59.0
54213,805,Sri Lanka,West Indies,4,160,5,7.93,Mirpur,160,0,58.0
32322,544,Australia,Pakistan,0,105,1,5.62,Dubai,108,8,60.0
48397,719,New Zealand,Sri Lanka,4,4,10,2.4,Pallekele,74,110,58.0
56989,832,South Africa,Bangladesh,1,35,10,9.55,Mirpur,169,98,52.0
2734,33,England,Australia,0,118,5,6.56,Melbourne,137,12,51.0
39248,617,India,England,1,41,9,7.45,Manchester,165,87,48.0
62338,921,New Zealand,Bangladesh,4,13,10,8.67,Kolkata,145,111,48.0
55,2,Australia,Sri Lanka,1,68,10,7.42,Melbourne,168,65,45.0
45586,692,West Indies,New Zealand,4,18,9,13.5,Lauderhill,177,112,45.0
53866,803,Bangladesh,Australia,0,13,8,3.12,Mirpur,153,95,47.0
40962,635,West Indies,England,1,10,10,4.29,London,125,106,46.0
23607,454,South Africa,India,1,50,6,5.36,Johannesburg,126,64,46.0
39402,618,Pakistan,South Africa,1,77,6,7.7,Abu Dhabi,119,60,44.0
41754,643,West Indies,Bangladesh,1,71,8,6.36,Mirpur,132,53,45.0
45165,676,West Indies,Australia,1,96,6,6.55,St Lucia,150,32,47.0
17288,243,New Zealand,India,1,69,10,11.19,Auckland,203,83,43.0
64241,958,Pakistan,Bangladesh,6,65,6,4.64,Mirpur,129,36,45.0
63279,928,England,West Indies,1,111,4,7.84,Kolkata,155,35,39.0
19287,304,England,Australia,0,69,8,8.12,Southampton,162,69,42.0
57978,860,South Africa,Australia,1,43,10,11.73,Cape Town,178,98,43.0
55875,822,England,New Zealand,0,30,9,8.18,Manchester,191,98,47.0
5065,68,New Zealand,West Indies,5,106,10,10.97,Mount Maunganui,243,62,46.0
44500,670,West Indies,Sri Lanka,0,19,8,2.59,Colombo,137,76,31.0
56611,828,England,South Africa,0,35,10,11.67,Cape Town,134,102,32.0
21505,434,Pakistan,New Zealand,0,39,5,4.68,Auckland,153,70,28.0
59281,873,England,Pakistan,0,102,6,7.12,Manchester,135,34,29.0
12686,156,Pakistan,Australia,4,35,9,7.78,Dubai,147,93,29.0
23160,450,South Africa,Australia,6,154,9,9.83,Johannesburg,201,26,29.0
25664,475,New Zealand,South Africa,1,151,2,7.68,Durban,153,2,32.0
32481,546,Pakistan,Sri Lanka,0,41,8,9.11,Colombo,172,93,32.0
9771,130,South Africa,Pakistan,0,37,9,7.93,Cape Town,192,92,31.0
26355,481,India,Australia,6,60,8,6.0,Durban,188,60,30.0
31516,538,New Zealand,West Indies,1,63,8,7.13,Auckland,155,67,29.0
41225,639,Sri Lanka,Pakistan,0,49,9,10.14,Abu Dhabi,141,91,23.0
